Date,Open,High,Low,Close,Adj Close,Volume
01/01/2018,75.75652174,75.82608696,74.08695652,74.29565217,74.29565217,303913.375
02/01/2018,74.43478261,74.57391304,73.73913043,73.87826087,73.87826087,1134733.75
03/01/2018,74.29565217,74.7826087,74.0173913,74.36521739,74.36521739,1218713.938
04/01/2018,74.36521739,74.57391304,73.53043478,74.22608696,74.22608696,608696.4375
07/01/2018,73.87826087,73.87826087,72.62608696,72.97391304,72.97391304,1079648.75
08/01/2018,72.90434783,73.04347826,69.56521739,71.72173913,71.72173913,2106383.125
09/01/2018,71.79130435,73.25217391,70.60869565,72.48695652,72.48695652,1719020
10/01/2018,73.04347826,73.32173913,71.72173913,72,72,524320.9375
11/01/2018,71.86086957,73.04347826,71.44347826,72.97391304,72.97391304,550496.375
14/01/2018,72.48695652,72.48695652,70.88695652,71.44347826,71.44347826,388608
15/01/2018,71.02608696,71.65217391,70.4,70.74782609,70.74782609,887278.1875
16/01/2018,70.67826087,72.20869565,69.84347826,71.93043478,71.93043478,368664.125
17/01/2018,71.44347826,72.62608696,70.60869565,70.74782609,70.74782609,396938.3125
18/01/2018,70.88695652,71.16521739,69.70434783,69.9826087,69.9826087,457661.1875
21/01/2018,71.65217391,71.65217391,69.56521739,69.91304348,69.91304348,508788.75
22/01/2018,70.12173913,71.5826087,70.12173913,70.8173913,70.8173913,509096.375
23/01/2018,71.30434783,71.72173913,70.60869565,71.16521739,71.16521739,467528.1875
24/01/2018,71.72173913,71.86086957,70.8173913,71.5826087,71.5826087,844883.4375
25/01/2018,71.37391304,72.97391304,71.37391304,72.4173913,72.4173913,1252522.5
28/01/2018,71.86086957,72.62608696,71.23478261,71.51304348,71.51304348,457490.125
29/01/2018,71.30434783,71.51304348,69.91304348,70.67826087,70.67826087,1296947
30/01/2018,70.95652174,71.65217391,69.56521739,69.77391304,69.77391304,910128.6875
31/01/2018,69.56521739,70.4,65.25217391,67.33913043,67.33913043,1560032.5
01/02/2018,67.40869565,68.86956522,65.39130435,65.80869565,65.80869565,1143920.813
04/02/2018,65.46086957,65.46086957,61.28695652,62.8173913,62.8173913,1209880.5
05/02/2018,64.34782609,64.34782609,58.57391304,60.93913043,60.93913043,2459188.75
06/02/2018,61.84347826,65.66956522,61.70434783,64.69565217,64.69565217,1536083.75
07/02/2018,64.69565217,64.69565217,63.09565217,63.51304348,63.51304348,899072.875
08/02/2018,64,64.90434783,63.30434783,64.06956522,64.06956522,687314.75
11/02/2018,64.48695652,65.80869565,64.48695652,65.53043478,65.53043478,1007487.688
12/02/2018,65.80869565,67.47826087,65.80869565,66.71304348,66.71304348,1782586.25
13/02/2018,67.13043478,69.35652174,66.15652174,68.52173913,68.52173913,2459605.625
14/02/2018,68.86956522,69.56521739,68.59130435,69.07826087,69.07826087,2338740.625
15/02/2018,69.2173913,69.2173913,67.47826087,67.6173913,67.6173913,1968210.625
18/02/2018,67.26956522,67.33913043,63.44347826,64.27826087,64.27826087,1712623.125
19/02/2018,65.73913043,65.73913043,64.34782609,64.55652174,64.55652174,1842285.625
20/02/2018,65.39130435,65.73913043,63.72173913,63.93043478,63.93043478,603466.8125
22/02/2018,64.48695652,65.94782609,64,64.69565217,64.69565217,931327.5
25/02/2018,65.39130435,65.39130435,63.65217391,63.79130435,63.79130435,347064.25
26/02/2018,63.51304348,63.51304348,61.84347826,62.67826087,62.67826087,1064543.5
27/02/2018,63.30434783,64.20869565,62.88695652,63.86086957,63.86086957,514504.25
28/02/2018,63.72173913,64.69565217,62.60869565,63.72173913,63.72173913,1280724.813
01/03/2018,63.37391304,66.08695652,63.30434783,65.94782609,65.94782609,820648.625
04/03/2018,66.08695652,67.33913043,65.73913043,66.15652174,66.15652174,467022.1875
05/03/2018,65.80869565,65.87826087,64.13913043,64.34782609,64.34782609,576576.9375
06/03/2018,64.34782609,64.76521739,64.13913043,64.62608696,64.62608696,371314.875
07/03/2018,64.34782609,65.1826087,63.30434783,63.37391304,63.37391304,2034292.5
08/03/2018,63.44347826,65.04347826,63.44347826,64.69565217,64.69565217,572901.25
11/03/2018,64.62608696,64.62608696,62.8173913,63.16521739,63.16521739,160515.5625
12/03/2018,63.02608696,63.79130435,62.60869565,62.88695652,62.88695652,608370.125
13/03/2018,62.88695652,63.72173913,61.84347826,62.05217391,62.05217391,523625.1875
14/03/2018,62.26086957,63.02608696,61.14782609,61.56521739,61.56521739,999738.125
15/03/2018,61.42608696,63.79130435,61.14782609,62.19130435,62.19130435,3085076.25
18/03/2018,63.30434783,63.65217391,62.46956522,62.67826087,62.67826087,341863.375
19/03/2018,62.60869565,63.93043478,62.19130435,63.51304348,63.51304348,685211.6875
20/03/2018,63.51304348,63.93043478,62.60869565,63.65217391,63.65217391,871181.0625
21/03/2018,63.65217391,64,62.4,63.16521739,63.16521739,968913.8125
22/03/2018,63.65217391,63.72173913,62.26086957,63.23478261,63.23478261,943097.75
25/03/2018,63.51304348,64.55652174,62.95652174,63.51304348,63.51304348,1019180.313
27/03/2018,63.51304348,63.65217391,62.46956522,63.44347826,63.44347826,856331.6875
28/03/2018,63.65217391,65.39130435,63.30434783,64.48695652,64.48695652,1692641.875
29/03/2018,64.90434783,67.82608696,64.90434783,67.6173913,67.6173913,2590691.25
01/04/2018,67.96521739,69.77391304,67.68695652,68.86956522,68.86956522,1471453.75
02/04/2018,69.07826087,69.56521739,67.82608696,68.73043478,68.73043478,1637772.5
04/04/2018,64,72,64,69.77391304,69.77391304,7025364.375
05/04/2018,71.02608696,73.04347826,70.88695652,72,72,3503446.25
08/04/2018,72.34782609,73.39130435,71.86086957,72.27826087,72.27826087,2972203.75
09/04/2018,72.55652174,74.50434783,71.65217391,74.29565217,74.29565217,3705716.875
10/04/2018,74.43478261,75.40869565,73.53043478,73.80869565,73.80869565,4068311.875
12/04/2018,73.04347826,77.30434783,73.04347826,75.65217391,75.65217391,4724142.5
15/04/2018,75.82608696,76.08695652,73.82608696,74.17391304,74.17391304,1306595.5
16/04/2018,74.43478261,74.43478261,71.30434783,72.86956522,72.86956522,2047448.5
17/04/2018,73.73913043,73.73913043,71.56521739,72.08695652,72.08695652,1184166.5
18/04/2018,72.86956522,75.39130435,71.91304348,74.52173913,74.52173913,2672991
19/04/2018,75.13043478,77.73913043,75.13043478,76.43478261,76.43478261,3997860
22/04/2018,76.60869565,78.7826087,75.91304348,77.73913043,77.73913043,3150045.5
23/04/2018,77.82608696,78.52173913,76.60869565,77.30434783,77.30434783,1919166
24/04/2018,77.39130435,77.82608696,74.43478261,75.04347826,75.04347826,2430341
25/04/2018,75.65217391,75.82608696,74,74.60869565,74.60869565,3206602.5
26/04/2018,74.7826087,77.56521739,74.69565217,76.17391304,76.17391304,2343677
30/04/2018,78.26086957,80,75.65217391,76.26086957,76.26086957,4015236.5
03/05/2018,76.26086957,76.26086957,73.47826087,74,74,1708279
06/05/2018,75.56521739,75.56521739,71.82608696,72.26086957,72.26086957,1940901
07/05/2018,72.34782609,72.60869565,70.60869565,70.95652174,70.95652174,1344775.5
08/05/2018,70.86956522,73.04347826,70.86956522,72,72,977449.4
09/05/2018,72.17391304,72.34782609,69.56521739,70,70,2200111
10/05/2018,69.82608696,70.26086957,67.82608696,68.34782609,68.34782609,2202963
13/05/2018,68.34782609,70.34782609,68.34782609,69.73913043,69.73913043,1266345.5
14/05/2018,69.73913043,70.86956522,69.30434783,69.91304348,69.91304348,1371260
15/05/2018,70.17391304,70.86956522,69.47826087,69.73913043,69.73913043,621070.15
16/05/2018,69.56521739,69.73913043,66.52173913,66.86956522,66.86956522,1493884.5
17/05/2018,67.73913043,67.73913043,63.73913043,64.34782609,64.34782609,1909080.5
20/05/2018,64.34782609,64.86956522,62.95652174,63.13043478,63.13043478,1392592.5
21/05/2018,62.86956522,63.30434783,61.82608696,62.52173913,62.52173913,2019158.5
22/05/2018,62.60869565,62.60869565,60.08695652,60.43478261,60.43478261,1921063.5
23/05/2018,60.86956522,65.56521739,60.86956522,64.95652174,64.95652174,4530954
24/05/2018,64.95652174,70,64.34782609,69.2173913,69.2173913,2305221
27/05/2018,68.69565217,69.39130435,66.95652174,67.65217391,67.65217391,1050327.2
28/05/2018,67.30434783,70.95652174,67.30434783,68.7826087,68.7826087,2316698
29/05/2018,68.17391304,68.69565217,66.95652174,67.13043478,67.13043478,824307.35
30/05/2018,67.2173913,68.34782609,66.69565217,67.65217391,67.65217391,644877.45
31/05/2018,68,68,64.43478261,64.7826087,64.7826087,1305618
03/06/2018,64.95652174,66.95652174,64.43478261,66.08695652,66.08695652,417146.4
04/06/2018,66.08695652,66.86956522,65.2173913,65.82608696,65.82608696,498676.8
05/06/2018,66.26086957,66.7826087,65.91304348,66.26086957,66.26086957,432207.95
06/06/2018,66.60869565,69.04347826,66.60869565,68.43478261,68.43478261,1600374.5
07/06/2018,69.04347826,70,68.08695652,68.52173913,68.52173913,2016939
10/06/2018,68.69565217,68.69565217,66.95652174,67.2173913,67.2173913,681711.95
11/06/2018,67.30434783,67.91304348,66.08695652,67.2173913,67.2173913,846249.35
12/06/2018,67.2173913,67.47826087,66.43478261,67.04347826,67.04347826,402174.55
18/06/2018,67.04347826,67.04347826,63.47826087,63.73913043,63.73913043,1379885
19/06/2018,64.34782609,65.04347826,63.04347826,63.91304348,63.91304348,674941.9
20/06/2018,64.69565217,64.69565217,63.56521739,63.73913043,63.73913043,890051.7
21/06/2018,64.34782609,65.91304348,63.82608696,64.7826087,64.7826087,1070946.7
24/06/2018,64.43478261,66,64.43478261,64.7826087,64.7826087,1711269
25/06/2018,65.2173913,65.2173913,62.60869565,62.86956522,62.86956522,1071162.9
26/06/2018,63.82608696,64,61.73913043,62.17391304,62.17391304,817103.75
27/06/2018,62.69565217,63.13043478,61.73913043,62,62,595827.65
28/06/2018,63.04347826,63.04347826,61.04347826,61.91304348,61.91304348,2541431
02/07/2018,62.08695652,62.08695652,58.34782609,58.86956522,58.86956522,1126128.3
03/07/2018,58.86956522,58.86956522,56.69565217,57.04347826,57.04347826,1770931
04/07/2018,57.56521739,60.43478261,57.39130435,59.13043478,59.13043478,1535606.5
05/07/2018,59.91304348,62.86956522,59.13043478,60.86956522,60.86956522,1086256.65
08/07/2018,61.04347826,61.2173913,58.26086957,58.86956522,58.86956522,686597.15
09/07/2018,59.47826087,59.47826087,56.7826087,56.95652174,56.95652174,1449161
10/07/2018,57.2173913,57.82608696,55.13043478,55.91304348,55.91304348,2334960
11/07/2018,55.47826087,58.69565217,55.04347826,55.56521739,55.56521739,2989310
12/07/2018,56.17391304,56.17391304,54.86956522,55.65217391,55.65217391,1825084.5
15/07/2018,55.91304348,56.52173913,54.7826087,55.73913043,55.73913043,2337076
16/07/2018,56,57.82608696,55.65217391,57.04347826,57.04347826,2014627.5
17/07/2018,57.30434783,58.26086957,56.08695652,56.52173913,56.52173913,1259376.5
18/07/2018,56.52173913,58.26086957,56.52173913,57.91304348,57.91304348,1609747
19/07/2018,58.17391304,58.17391304,56.7826087,57.04347826,57.04347826,835286.4
22/07/2018,57.39130435,57.39130435,54.95652174,55.04347826,55.04347826,841445.8
23/07/2018,55.56521739,57.82608696,55.56521739,57.30434783,57.30434783,1267967
24/07/2018,57.39130435,58.34782609,57.39130435,58.17391304,58.17391304,1528580
25/07/2018,57.56521739,58.34782609,56.86956522,58.08695652,58.08695652,744556
26/07/2018,58.08695652,58.43478261,56.08695652,56.60869565,56.60869565,1184638
29/07/2018,57.39130435,57.39130435,56.17391304,56.52173913,56.52173913,410878.9
30/07/2018,56.52173913,57.39130435,56.34782609,56.52173913,56.52173913,714727.3
31/07/2018,56.86956522,57.39130435,56.60869565,57.13043478,57.13043478,353612.35
01/08/2018,57.30434783,59.39130435,57.04347826,58.7826087,58.7826087,1668190
02/08/2018,59.13043478,60.86956522,58.52173913,60.08695652,60.08695652,1177876
05/08/2018,60.08695652,60.08695652,59.13043478,59.30434783,59.30434783,577343.7
06/08/2018,59.39130435,62.43478261,59.13043478,62,62,2065848.5
07/08/2018,62.60869565,64.34782609,62.08695652,64,64,1754106.5
08/08/2018,64.17391304,65.39130435,62.69565217,64.7826087,64.7826087,2245490
09/08/2018,64.7826087,65.2173913,63.2173913,63.73913043,63.73913043,1307343
12/08/2018,63.73913043,65.2173913,63.04347826,64.86956522,64.86956522,1294647
13/08/2018,65.2173913,66.52173913,62.95652174,63.56521739,63.56521739,979331.95
14/08/2018,63.56521739,64.69565217,63.2173913,64.34782609,64.34782609,757853.45
16/08/2018,64.34782609,66.43478261,64.34782609,65.91304348,65.91304348,1825165
19/08/2018,66.43478261,67.39130435,65.47826087,66.86956522,66.86956522,1430485
20/08/2018,66.86956522,67.65217391,65.65217391,67.2173913,67.2173913,1695594.5
26/08/2018,66.95652174,67.30434783,66.08695652,66.69565217,66.69565217,1007779.5
27/08/2018,66.26086957,66.69565217,65.04347826,65.65217391,65.65217391,1003062.2
28/08/2018,65.56521739,68.17391304,65.2173913,67.56521739,67.56521739,2411941
29/08/2018,67.91304348,68.17391304,66.95652174,67.39130435,67.39130435,1328330.5
30/08/2018,67.39130435,67.91304348,66.60869565,66.95652174,66.95652174,938121.7
03/09/2018,67.39130435,67.39130435,66.17391304,66.60869565,66.60869565,1269945
04/09/2018,66.52173913,66.52173913,65.82608696,66.08695652,66.08695652,888120.85
05/09/2018,66.17391304,66.17391304,63.91304348,64.26086957,64.26086957,1425885
06/09/2018,64.26086957,65.82608696,63.47826087,64,64,1214216
09/09/2018,65.13043478,65.13043478,63.13043478,63.39130435,63.39130435,1006666.3
10/09/2018,64.26086957,64.26086957,62.60869565,62.7826087,62.7826087,881570.45
11/09/2018,62.7826087,64.52173913,62.7826087,63.30434783,63.30434783,663418.9
12/09/2018,63.47826087,63.65217391,62.52173913,62.7826087,62.7826087,545358.75
13/09/2018,62.86956522,63.30434783,60.86956522,61.13043478,61.13043478,1395548
16/09/2018,61.30434783,62.86956522,60.86956522,60.95652174,60.95652174,547840.45
17/09/2018,61.13043478,63.30434783,60.7826087,61.56521739,61.56521739,698768.75
18/09/2018,61.73913043,63.13043478,61.73913043,62.34782609,62.34782609,461805.5
19/09/2018,62.52173913,64.60869565,62.52173913,64,64,698505.4
20/09/2018,64.43478261,64.86956522,61.47826087,62,62,807975.05
23/09/2018,62.17391304,62.52173913,61.65217391,61.82608696,61.82608696,493698.45
24/09/2018,61.91304348,62.86956522,61.47826087,62.26086957,62.26086957,1594613
25/09/2018,62.08695652,62.95652174,60.86956522,62.43478261,62.43478261,593467.85
26/09/2018,61.82608696,62.34782609,60.86956522,61.47826087,61.47826087,625255
27/09/2018,61.73913043,61.82608696,60.69565217,61.04347826,61.04347826,750848.8
30/09/2018,61.04347826,63.91304348,60.86956522,62.43478261,62.43478261,753033.8
01/10/2018,62.95652174,62.95652174,61.82608696,62,62,166747.7
02/10/2018,61.56521739,62.95652174,61.56521739,62.69565217,62.69565217,202188.4
03/10/2018,63.04347826,63.65217391,62.43478261,62.86956522,62.86956522,325588
04/10/2018,63.04347826,63.04347826,61.73913043,61.91304348,61.91304348,589517.6
07/10/2018,62.17391304,62.26086957,61.65217391,61.82608696,61.82608696,324623.15
08/10/2018,61.82608696,62.26086957,61.13043478,61.30434783,61.30434783,632517.25
09/10/2018,61.30434783,61.56521739,60.34782609,60.52173913,60.52173913,1993306.5
10/10/2018,60.52173913,61.04347826,58.69565217,59.2173913,59.2173913,1274959
11/10/2018,59.91304348,61.73913043,59.47826087,60.26086957,60.26086957,388251.5
14/10/2018,61.30434783,61.65217391,60.43478261,61.04347826,61.04347826,485895.7
15/10/2018,61.47826087,61.56521739,60,60.08695652,60.08695652,373511.95
16/10/2018,60.17391304,60.95652174,59.73913043,60.52173913,60.52173913,839495.4
17/10/2018,60.7826087,60.86956522,59.82608696,60.08695652,60.08695652,171657.05
18/10/2018,60.08695652,60.43478261,59.65217391,60,60,270455.85
21/10/2018,60.17391304,61.65217391,59.56521739,59.73913043,59.73913043,385779
22/10/2018,59.91304348,59.91304348,58.26086957,58.60869565,58.60869565,355415.55
23/10/2018,58.7826087,59.39130435,58.26086957,58.86956522,58.86956522,444960.3
24/10/2018,59.13043478,59.2173913,58.7826087,58.95652174,58.95652174,487885.2
25/10/2018,59.13043478,60.34782609,58.86956522,59.47826087,59.47826087,490084
28/10/2018,59.56521739,60.26086957,59.39130435,59.73913043,59.73913043,293961.85
29/10/2018,59.73913043,60.60869565,59.30434783,60.43478261,60.43478261,663699.5
30/10/2018,60.69565217,64.26086957,60.69565217,63.2173913,63.2173913,1193079
31/10/2018,61.73913043,61.82608696,60.60869565,61.2173913,61.2173913,970913.95
01/11/2018,60.95652174,61.39130435,60.52173913,60.95652174,60.95652174,768174.7
04/11/2018,61.04347826,61.04347826,59.39130435,59.73913043,59.73913043,514745.75
05/11/2018,59.82608696,60.34782609,59.47826087,59.73913043,59.73913043,612924.7
06/11/2018,60.08695652,60.08695652,59.2173913,59.56521739,59.56521739,150296.95
07/11/2018,59.73913043,60.43478261,59.30434783,59.65217391,59.65217391,220754
08/11/2018,60,60.86956522,59.73913043,60.69565217,60.69565217,393532.3
11/11/2018,60.69565217,61.04347826,60.17391304,60.52173913,60.52173913,174925.35
12/11/2018,60.52173913,61.04347826,59.82608696,60.69565217,60.69565217,511119.8
13/11/2018,60.08695652,61.73913043,60.08695652,60.95652174,60.95652174,379877.2
14/11/2018,61.65217391,61.65217391,60.26086957,60.69565217,60.69565217,750502.65
15/11/2018,60,60.7826087,59.73913043,60.34782609,60.34782609,445069.55
18/11/2018,60.34782609,60.60869565,60,60.26086957,60.26086957,252613.6
19/11/2018,60.43478261,60.86956522,59.91304348,60.26086957,60.26086957,1072307.15
20/11/2018,60.17391304,63.91304348,60.17391304,62.7826087,62.7826087,5989844
22/11/2018,62.86956522,63.91304348,61.73913043,62.08695652,62.08695652,2146233.5
25/11/2018,62.43478261,62.43478261,61.39130435,61.82608696,61.82608696,1283273.5
26/11/2018,61.56521739,62.95652174,61.56521739,62.26086957,62.26086957,3066337
27/11/2018,62.95652174,63.13043478,62.34782609,62.95652174,62.95652174,744185.7
28/11/2018,63.47826087,63.91304348,62.69565217,63.04347826,63.04347826,1891646.5
29/11/2018,63.47826087,63.47826087,62.86956522,63.2173913,63.2173913,1023523
02/12/2018,62.69565217,63.47826087,62.69565217,63.13043478,63.13043478,241224
03/12/2018,63.13043478,63.47826087,62.60869565,63.13043478,63.13043478,581586.05
04/12/2018,63.47826087,65.39130435,63.2173913,64.95652174,64.95652174,1430565.5
05/12/2018,64.95652174,68,64.95652174,66.95652174,66.95652174,3224128.5
06/12/2018,66.95652174,67.30434783,65.39130435,66,66,706254.1
09/12/2018,65.91304348,66,64.52173913,65.04347826,65.04347826,240737.55
10/12/2018,65.04347826,65.39130435,64.43478261,64.60869565,64.60869565,291131.7
11/12/2018,64.86956522,64.95652174,63.39130435,63.82608696,63.82608696,1068279.85
12/12/2018,63.47826087,63.65217391,62.34782609,62.60869565,62.60869565,1211835.5
13/12/2018,63.47826087,63.82608696,62.52173913,62.86956522,62.86956522,790110.95
17/12/2018,63.13043478,64.17391304,63.13043478,63.47826087,63.47826087,1292634.5
18/12/2018,63.47826087,64,62.95652174,63.2173913,63.2173913,539328.15
19/12/2018,63.82608696,63.82608696,61.30434783,61.73913043,61.73913043,2349864
20/12/2018,62.52173913,63.13043478,61.91304348,62.52173913,62.52173913,650095
23/12/2018,62.60869565,63.04347826,62.34782609,62.86956522,62.86956522,456989.3
24/12/2018,62.86956522,63.13043478,61.56521739,62.34782609,62.34782609,1885206.5
26/12/2018,62.60869565,63.56521739,62.52173913,63.39130435,63.39130435,855258.45
27/12/2018,63.56521739,64.08695652,62.52173913,63.2173913,63.2173913,3188927
01/01/2019,64,65.30434783,63.47826087,65.13043478,65.13043478,712259.4
02/01/2019,65.30434783,65.56521739,64.17391304,64.7826087,64.7826087,1018571.1
03/01/2019,64.7826087,65.65217391,64.7826087,65.2173913,65.2173913,1993582.5
06/01/2019,65.2173913,67.04347826,65.2173913,66.60869565,66.60869565,3318371
07/01/2019,66.86956522,66.95652174,65.65217391,65.91304348,65.91304348,3863563
08/01/2019,66.26086957,69.47826087,65.91304348,68.60869565,68.60869565,3407473
09/01/2019,68.60869565,69.2173913,67.65217391,68.34782609,68.34782609,2855231.5
10/01/2019,68.43478261,70.26086957,67.73913043,69.39130435,69.39130435,2089504
13/01/2019,69.56521739,72.17391304,69.39130435,71.73913043,71.73913043,1695376
14/01/2019,71.91304348,72.08695652,70.08695652,70.52173913,70.52173913,2922058
15/01/2019,70.43478261,71.2173913,69.47826087,70.52173913,70.52173913,2844904.5
16/01/2019,71.2173913,71.30434783,69.82608696,70.08695652,70.08695652,1648433
17/01/2019,70.08695652,72.17391304,68.95652174,70.34782609,70.34782609,2176651
20/01/2019,70.60869565,72.17391304,70.60869565,72.08695652,72.08695652,1506707
21/01/2019,72.17391304,72.43478261,70.7826087,71.04347826,71.04347826,806140.8
22/01/2019,71.04347826,71.82608696,70.7826087,71.30434783,71.30434783,1319326
